"address1","city","postal_code","country","founding_date","name","company_number","phone_number","unique_id"
"Kerkstraat 5","Hengevelde","7496PC","NL","2016-01-01","Autosport Onderdelen Waanders","66831946","","0603205106"
"Hoogenboomlaan 7 A","Renesse","4325DB","NL","2022-01-01","Supermarkt Renesse","88537781","+31111461653","0605626714"
"Albatrosstraat 3","Amersfoort","3815KG","NL","2022-01-01","Rijschool Lipholt","86121006","","0605339326"
"Weesperstraat 118 Z","Diemen","1112AP","NL","2020-01-01","Warmgarant B.V.","56040946","+31854012233","0601906867"
"Amansweg 16","Wilbertoord","5455RD","NL","2006-01-01","De Groot Pluimvee B.V.","17192138","+31485478528","0525802195"
"Dokter Biegelstraat 7","Gorinchem","4205AM","NL","2005-01-01","Wbc Technologies","11060777","+31183621536","0524447933"
"Slenakerweg 25","Gulpen","6271PE","NL","2024-01-01","Zinzaaien","92529291","","0606091954"
"Leeghwaterstraat 7","Sliedrecht","3364AE","NL","1996-01-01","Hera Bouw B.V.","23082471","+31184630338","0600835092"
"Schakelstraat 19","Amsterdam","1014AW","NL","1996-01-01","Vetter B.V.","33056866","+31206822693","0513162761"
"Vlotlaan 132","Monster","2681TV","NL","2010-01-01","Vsk Bouw B.V.","59473282","","0602322277"
"Ranonkelstraat 21","Didam","6942VX","NL","2021-01-01","Kerstpakketten.com","86874527","","0605431404"
"Klarendalseweg 532","Arnhem","6822GZ","NL","2019-01-01","Gossink Solutions","73717223","","0604023300"
"Nachtvlinderplantsoen 12","Utrecht","3544DZ","NL","2004-01-01","Geoforza","30192736","","0600498398"
"Hexelerweg 28","Nijverdal","7441PC","NL","1991-01-01","Lohuis Auto's","06063877","+31548611689","0525688787"
"Graafdijk-West 6","Molenaarsgraaf","2973XD","NL","2010-01-01","Ekal B.V.","24357501","+31184649164","0600599162"
"Motorkade 7 A","Amsterdam","1021JR","NL","1960-01-01","Bruens Electrotechniek B.V.","33233552","+31206326824","0526675067"
"Reviusstraat 31","Dordrecht","3314AP","NL","2011-01-01","ML Administraties","51698889","","0601162966"
"Van Nijenrodestraat 12","'s-Gravenhage","2597RM","NL","1995-01-01","Stichting Kentalis Onderwijs","56895992","+31703848351","0605941975"
"Hearewei 17","Dronrijp","9035EG","NL","2009-01-01","Loeki Kinderopvang","01149161","+31517231572","0600486528"
"Grebbeberglaan 15","Utrecht","3527VX","NL","2018-01-01","Breaking Habits B.V.","70762104","","0603662984"
"Nieuwheidestraat 4","AS","3665","NL","2009-01-01","Geysen André","","+3189757465","0511732357"
"Chirurgijnsgilde 14","Dronten","8253JE","NL","2020-01-01","Account Assist B.V.","80334091","","0604654616"
"Vliegend Hertlaan 4 D","Utrecht","3526KT","NL","2019-01-01","CL Web B.V.","65707222","+31851307995","0603071490"
"Thermen 10","Enschede","7521PS","NL","2017-01-01","Bright Renewables B.V.","68972652","+31534609080","0603454646"
"Hofstraat 167","Eindhoven","5641TD","NL","2011-01-01","Praktijksteun B.V.","17247882","+31402982842","0600488749"
"Hamerstraat 3 H","Amsterdam","1021JT","NL","2000-01-01","Rau B.V.","33283070","+31204190202","0497241243"
"Vondelstraat 15","Putten","3881XA","NL","2023-01-01","Effect Socials","92261302","+31341264386","0606060784"
"Huygensweg 19 B","Schijndel","5482TH","NL","2005-01-01","Heijmans Timmerwerken B.V.","16087321","+31735494499","0498372320"
"Jungmannova 745/24","Praha","11000","CZ","2004-01-01","Ezpada S.R.O.","","+420221088888","0927367878"
"Uilkerweg 1 A","Zuilichem","5305TD","NL","2016-01-01","Diamond Flowers V.O.F.","65068297","+31418700515","0602995559"
"Maasvlakteweg 951","Maasvlakte","3199LZ","NL","2004-01-01","Euromax Terminal C.V.","24370824","+31181377377","0524346499"
"Veerkade 5 E","Rotterdam","3016DE","NL","2008-01-01","Essentium B.V.","24434597","+31102019008","0600215831"
"De Akker 7","Laren Gld","7245BR","NL","2008-01-01","Stegeman Services","09180847","","0600193178"
"Costerweg 1 D","Wageningen","6702AA","NL","2020-01-01","Breedeblik","80212379","","0604645156"
"Expeditiestraat 23","Horst","5961PX","NL","2023-01-01","Asbestverwijdering.com B.V.","92069029","","0606032034"
"Den Bult 94","Eindhoven","5616GJ","NL","2015-01-01","Cpperformance","62742175","","0602716619"
"Alexanderveld 5","'s-Gravenhage","2585DB","NL","2021-01-01","Skilleon B.V.","83560084","","0605031236"
"Industrieweg 78","Heeze","5591JL","NL","2022-01-01","Autobedrijf Jorn van Gerwen","84887826","","0605201420"
"Sanleansterdyk 8","Reahus","8736JB","NL","2023-01-01","Matez Shipbuilding B.V.","89765176","","0605758239"
"Elskensakker 17","Bergeijk","5571SK","NL","2002-01-01","Bax Metaal B.V.","17146066","+31497555393","0518685119"
"Van Hilststraat 7","Waalwijk","5145RK","NL","2001-01-01","Coolrec B.V.","17072571","+31416347373","0525872431"
"Haringbuis 86","De Rijp","1483CV","NL","2021-01-01","Boy van den Reijen","83558713","","0605037660"
"Wiekenseweg 32","Gendringen","7081HS","NL","2001-01-01","Gendringen Hout Groep B.V.","09040340","+31315685252","0514932139"
"Kerkbuurt 1","Tuitjenhorn","1747GP","NL","2012-01-01","Bob de Pee Hout(En) Vloeren","54211328","","0601501710"
"Coenecoop 715","Waddinxveen","2741PW","NL","1979-01-01","Omnitek B.V.","50007858","+31182302990","0600958947"
"Heide 5","Panningen","5981NX","NL","2006-01-01","Camping Beringerzand B.V.","17044250","+31773072095","0515805032"
"Wezelrade 151 B","'s-Gravenhage","2544XA","NL","2018-01-01","Perfect Water","71751998","","0603791320"
"Beeklaan 1","Westerhaar-Vriezenveensewijk","7676BC","NL","2005-01-01","Stichting Zorgaccent","31396038","","0602676335"
"Leliestraat 55","Koog aan de Zaan","1541CK","NL","2023-01-01","Sunita Sophia","90579720","","0605867730"
"610 Lincoln st Ste 300","Waltham","02451","US","2011-01-01","Hitachi, ltd.","","+1781-684-0494","0118508007"
"3272 Middlesax DR","Long Grove","60047","US","2016-01-01","Nec Corporation","","+1847-847-1055","01043481132"
"Eind 8 C","Haaren","5076TG","NL","2021-01-01","NS Notarieel Support","82380929","+31411622831","0604900739"
"Max Planckstraat 8 H","Amsterdam","1098TV","NL","2021-01-01","Tromp Geels","81679009","","0604819505"
"Nijverheidsweg 10","Purmerend","1442LD","NL","2011-01-01","Gigantisch B.V.","53170466","+31852102300","0601355658"
"Buorren 16","Tzummarum","8851EN","NL","1997-01-01","Stichting Fonds Nij Bethanie","41005754","+31132689588","0522421401"
"Guldenweg 6","Etten-Leur","4879NL","NL","2015-01-01","Garage Vosdonk","64744752","+31765620336","0602960719"
"Oosterom 12","Sneek","8602DG","NL","2010-01-01","Groothandel Oosterom","50695622","","0601051098"
"De Virieusingel 8","Zaltbommel","5301GB","NL","2015-01-01","Verloskundig Centrum Bommelerwaard","63366061","+31418640289","0602791479"
"Hint 13 B","Eersel","5521AE","NL","2014-01-01","Anesthesiologie Praktijk Ruijs B.V.","62219413","+31497844071","0602654125"
"Kemphaanpad 2","Almere","1358AC","NL","2022-01-01","Almere Jungle B.V.","86531204","+31365309930","0605371281"
"Dalvoordeweg 13","Daarle","7688PS","NL","2011-01-01","Bosch Daarle","53647866","+31546697215","0601420780"
"Zilvermeeuw 816","Weert","6005KC","NL","2018-01-01","Ramaekers Bouw en Timmerwerken","71895450","","0603809458"
"Molenstraat 31","Benningbroek","1654KA","NL","2022-01-01","Yoni Events","85773948","","0605298855"
"Honthorststraat 34  2","Amsterdam","1071DG","NL","1998-01-01","Meander B.V.","33302375","+31204704040","0513837251"
"Clauslaan 9","Soest","3761CX","NL","1994-01-01","Houdstermaatschappij IR H.J.M. Knipscheer B.V.","31040488","+31356028642","0528939302"
"Horsterweg 80","Venlo","5928NE","NL","2006-01-01","Juradore","12062613","","0525901098"
"Neutronweg 45","Hoorn NH","1627LG","NL","2012-01-01","RM Propulsion B.V.","55659780","+31850706610","0601677602"
"Hogelandseweg 10","Nijmegen","6545AC","NL","2006-01-01","H. Lourensen Trucks B.V.","09122422","+31243737099","0517684617"
"Industrieweg 8","Kockengen","3628EZ","NL","2022-01-01","Interieur 88 B.V.","33297335","+31346242985","0513199109"
"Molenweg 20 A","Heerde","8181BJ","NL","2022-01-01","Lensink Accountants B.V.","85782602","+31578700225","0605299744"
"Korte Kruisweg 48 A 8","Maasdijk","2676BS","NL","2019-01-01","Stichting Ons Buitenhuis","75753030","+31174404353","0604264905"
"Franse Akker 33","Breda","4824AL","NL","2006-01-01","Active Company","20127626","+31765145537","0520293557"
"Elzenkade 1","Houten","3992AD","NL","2019-01-01","Cloudsuite International Management Participatie B.V.","75394154","+31307501525","0604217130"
"Heliumstraat 14","Zoetermeer","2718SL","NL","2011-01-01","Safescan B.V.","27131933","+31793631170","0525502017"
"Achterste Groes 6","Heesch","5384VG","NL","2015-01-01","Mitserv B.V.","62706802","+31412744300","0602711088"
"Smedenweg 42","Nieuw Vennep","2151DC","NL","2020-01-01","Benvanalles","78086256","","0604539349"
"Puttenkampstraat 1","Enschede","7531AC","NL","2010-01-01","Zorg-Advies Twente B.V.","50731270","+31534343088","0601055078"
"Noordmark 72","Almere","1351GG","NL","2020-01-01","Stichting Handpan Community United","80354378","","0604669621"
"Radonstraat 22","Ede Gld","6718WS","NL","2020-01-01","Grovema B.V.","32119126","+31318620125","0520436042"
"Johannes Kamphuisstraat 43","Vriezenveen","7672AJ","NL","2007-01-01","Sunshine IT","08155126","","0520841818"
"Citroenvlinder 8","Bilthoven","3723RM","NL","2021-01-01","Onderwijsondernemers","83408649","","0605021660"
"Zonnebaan 11","Utrecht","3542EA","NL","2015-01-01","Tulp Hypotheken B.V.","63446782","+31303070500","0602800503"
"Veersedijk 87","Hendrik Ido Ambacht","3341LL","NL","2006-01-01","Dar Bouwadvies B.V.","24399954","+31782000219","0520089483"
"Dommelstraat 37 A","Oss","5347JK","NL","2013-01-01","F.I.S. B.V.","58663088","+31412646111","0602227117"
"Stationsplein 62","Baarn","3743KM","NL","2004-01-01","Duuw Scale UP People B.V.","48771228","","0604927918"
"Grondmolen 3","Halsteren","4661TT","NL","2005-01-01","Fitnesscentrum Halsteren","20118619","+31164681600","0524595733"
"Verkeersweg 3","Harderwijk","3842LC","NL","2021-01-01","Mocajo Harderwijk B.V.","84219955","","0605109696"
"23039 International Airport Center Blvd","Springfield Gardens","11413","US","2008-01-01","S.F. Express Corporation","","+1650-416-5554","0151667203"
"Wilhelminastraat 26","Breda","4818SH","NL","1987-01-01","Segers-Loomans","20052616","+31765215781","0524942310"
"Vloedlijn 35","Den Burg","1791HJ","NL","2022-01-01","Bve Infra B.V.","85945501","","0605318934"
"69 Marshall DR","Edison","08817","US","2022-01-01","Fundi Partners Llc","","+1732-572-2149","0238332973"
"Schoener 21","Zuidhorn","9801MV","NL","2020-01-01","Stichting de Geinexpress 2.0","81445105","","0604796788"
"Bos en Lommerplantsoen 105 K","Amsterdam","1055AA","NL","2023-01-01","Alt139","90999754","","0605906154"
"Boeimeerhof 34","Breda","4818RL","NL","2015-01-01","Uc-It B.V.","64280470","","0602893106"
"Visseringstraat 53","Amsterdam","1051MG","NL","2021-01-01","Data Trippers B.V.","77819268","+31202612534","0604506576"
"DS van Haaftenlaan 31","Odijk","3984NP","NL","2019-01-01","Coljee Timmerwerken","73542830","","0604000819"
"Vegastraat 8","Amsterdam","1033HV","NL","2019-01-01","Warcorp B.V.","75238381","","0604193906"
"Hoofdweg 92","Capelle aan den IJssel","2908LC","NL","2016-01-01","Van Weel Koeltechniek B.V.","66324246","+31104503084","0603137028"
"P. Debyelaan 25","Maastricht","6229HX","NL","2018-01-01","Stichting Heart Rhythm Maastricht","73356468","","0603987191"
"Nieuwe Markt 49 D","Roosendaal","4701AD","NL","2017-01-01","Coöperatie Parkeerbeheer Zuidwest Nederland U.A.","67720676","+31165529400","0603309879"
"Assessorstraat 33","Mijdrecht","3641JE","NL","2001-01-01","Streetband 'De Windmolens'","34155419","","0521489987"
"Herenwaltje 5","Leeuwarden","8911HN","NL","1987-01-01","IO Vivat Nostrorum Sanitas","40004366","+31582159244","0530724199"
"Koggewagen 30","Blaricum","1261KC","NL","2000-01-01","Kattenkwaad Media","17123772","+31355253195","0515980851"
"Hertenstraat 12","Amersfoort","3817WL","NL","2004-01-01","Tvr-Bouw","32103086","+31334624224","0523707396"
"Westplein 11","Rotterdam","3016BM","NL","2015-01-01","Manders Advocaten B.V.","62668838","+31104763060","0602707513"
"De Kempenaerstraat 16","Winterswijk","7103GZ","NL","2007-01-01","Stichting Vrienden van O.B.S. Bargerpaske","09177375","","0600121291"
"Steekterweg 136","Alphen aan den Rijn","2407BJ","NL","2016-01-01","Bouwbedrijf van Gils","65920392","","0603096000"
"Hondsruglaan 9","Groningen","9722SB","NL","2005-01-01","A.J. Groen Beheer B.V.","34227684","+31505274728","0525144604"
"Steenwijkerweg 2","Wolvega","8471LA","NL","2018-01-01","Restaurant Smink B.V.","72591781","+31561728729","0603883803"
"Douvenrader Allee 1 C","Heerlen","6411RZ","NL","2018-01-01","Best 4 Kids B.V.","41072101","+31455717666","0519586803"
"Emdenmeen 24","Harderwijk","3844EC","NL","2024-01-01","Amguidance","92528392","","0606091889"
"Jacobsvicarie 20","Culemborg","4105CT","NL","2003-01-01","Vortex Adventures","30191835","","0521312577"
"Heigank 114","Landgraaf","6373KT","NL","2006-01-01","Tml B.V.","14090622","+31455311674","0526105623"
"Doldersumsestraat 12","Boijl","8392MR","NL","2003-01-01","Warmtetransport.nl B.V.","24347941","+31561421055","0519732159"
"Lage Kanaaldijk 115","Maastricht","6212NA","NL","2010-01-01","Maintain Elektro B.V.","14060602","+31433440978","0514481322"
"Emmerikseweg 363","Zutphen","7206DA","NL","2020-01-01","Instalawi Klusbedrijf","77203771","","0604434352"
"Prunus 46","De Kwakel","1424LD","NL","2011-01-01","Hukra B.V.","34078339","+31297232929","0527232180"
"Heveringseweg 23","Oostvoorne","3233SB","NL","2007-01-01","Minicamping Roos","24412671","+31181483205","0498311693"
"Laarwoud 12","Meppel","7944RX","NL","2017-01-01","Via Victoria","69452857","+31522245644","0603517049"
"Heuvel 7","Vorstenbosch","5476KG","NL","2004-01-01","Den Heuvel","17130347","+31413362028","0516857347"
"Overschiestraat 61 5 Hoog","Amsterdam","1062XD","NL","2019-01-01","Clappform B.V.","76516687","","0604350019"
"Philitelaan 57 311","Eindhoven","5617AK","NL","2015-01-01","Licht B.V.","68962584","","0603458482"
"Boompjes 40","Rotterdam","3011XB","NL","2009-01-01","Maersk B.V.","24069941","+31107127000","0516448472"
"Wagenstraat 102","'s-Gravenhage","2512AZ","NL","2023-01-01","Djukosta","91299853","","0605947141"
"Kromwijkerdijk 8","Woerden","3448HW","NL","2014-01-01","Van Vliet Caravans B.V.","30045785","+31348412280","0517413426"
"Drossaard 5","Uden","5403EV","NL","2013-01-01","Tandartspraktijk Drossaard B.V.","59009195","+31413265060","0602268788"
"Groeneweg 162 D","Bunnik","3981CP","NL","2000-01-01","Winvast B.V.","30169441","","0516836689"
"Klappolder 225","Bleiswijk","2665MR","NL","1997-01-01","Getru Koeltransport B.V.","28059911","+31104401400","0528096269"
"Koolzaadlaan 161","Zeewolde","3893HD","NL","2014-01-01","Vanhoekstra","59544325","","0602330404"
"Brederodestraat 5","Zandvoort","2042BA","NL","2022-01-01","Cottage Jacob","87930552","","0605555064"
"Provincialeweg 14","Westzaan","1551SB","NL","2018-01-01","Resultance B.V.","11051866","+31756144567","0517932075"
"Hoogweg 18","De Lier","2678KW","NL","2015-01-01","Housing","62785281","","0602721880"
"Zwanestraat 20","Groningen","9712CM","NL","2017-01-01","Schoenenzaken B.V.","85535516","+31503646087","0605271010"
"Kerkstraat 4","Oudemirdum","8567JG","NL","1997-01-01","Agricola Holding B.V.","01079884","+31514571222","0513253334"
"Van Koetsveldstraat 8","Haarlem","2032ZR","NL","2012-01-01","Alex van Bergen","54192005","","0601499613"
"Valkrustlaan 20","Roosendaal","4706WE","NL","2002-01-01","Silver Media V.O.F.","20105753","","0518404356"
"Haringvliet 76","Rotterdam","3011TG","NL","2017-01-01","Fit Talent B.V.","69887195","+31108209216","0603561934"
"Voldersdreef 18","Maastricht","6216TE","NL","2017-01-01","Mocon Showtechniek","68591764","+31433113473","0603414186"
"Lombok 28","Zoetermeer","2721JB","NL","2004-01-01","Kyroan B.V.","27267248","+31793410609","0523485414"
"De Colignylaan 14","Soest","3761DD","NL","2020-01-01","Leading Change Consultancy","76841758","","0604391745"
"Frans Bekkerstraat 15","Rotterdam","3082TE","NL","2009-01-01","Stichting Kunstimplantaat","24452897","","0600425125"
"De Stenenmaat 15","Ulft","7071ED","NL","2008-01-01","Hencon India B.V.","09184302","+31315683941","0600262655"
"Lisserdijk 45","Buitenkaag","2158LV","NL","2000-01-01","Schilderwerken J.W. Lommerse","34133756","+31252682276","0515737706"
"Baarsstraat 39 1","Amsterdam","1075RV","NL","2023-01-01","Rwb - Verloskundige","89204700","","0605696738"
"Veersedijk 79","Hendrik Ido Ambacht","3341LL","NL","2019-01-01","Dutch Machine Factory B.V.","75393247","+31859021902","0604216916"
"Vluchtoord 17","Uden","5406XP","NL","2000-01-01","P.K. Benelux B.V.","17126831","+31413253338","0516417936"
"Oostermeentherand 4","Steenwijk","8332JZ","NL","2009-01-01","Delaval B.V.","02041794","+31521537500","0520740059"
"Puttensteinsveldweg 22","Wezep","8091BS","NL","2012-01-01","Cêlavita B.V.","08129020","+31388459700","0524121769"
"M Dotingalaan 176","Weesp","1381GG","NL","2023-01-01","Bureau Ogier","91131758","","0605929219"
"Prinsessenlaan           51","Oud Gastel","4751DB","NL","2008-01-01","Heart For Hard","20154753","","0600585035"
"Mildert 12","Nederweert","6031SM","NL","2001-01-01","Salemans Omgevingsontwikkeling & Bouwbegeleiding","12043313","+31495651919","0516855938"
"Zomerhofstraat 60","Rotterdam","3032CM","NL","2022-01-01","Holland Harbour Entertainment B.V.","50710052","+31102331400","0601052708"
"Rietveldstraat 22","Zwolle","8013RW","NL","2014-01-01","Kubota Europe S.A.S","61898066","","0602616074"
"333 Church st","Fort Frances","P9A1C9","CA","2018-01-01","Legal Aid","","+1807-274-9571","0315589216"
"Rithmeesterpark 40","Breda","4838GZ","NL","2011-01-01","Kapimex B.V.","20081831","+31765043300","0530806477"
"Kappeyne VD Coppellolaan 22","Schiedam","3118LK","NL","1992-01-01","Barwiton","24193666","+31104706417","0526734317"
"De Volger 1","De Rijp","1483GA","NL","1999-01-01","Veerman de Rijp B.V.","37063725","+31299671710","0527252153"
"Takkebijsters 57 A","Breda","4817BL","NL","1987-01-01","Stichting Arcades","41104546","","0522767613"
"Ferrandstraat 10","Werkendam","4251LL","NL","2019-01-01","Jsb Transport B.V.","75134691","+31183509340","0604185752"
"Bramantestraat 23","Eindhoven","5624AH","NL","2021-01-01","Maxigarden","83119787","","0604992456"
"Vasalisstraat 39","Alkmaar","1822MK","NL","2019-01-01","Stichting Exposure Heroes.","76340260","","0604338556"
"Hobbemalaan 1","Hilversum","1213EZ","NL","1998-01-01","Maatschap Geertsen-Oostindie","65052935","+31356281702","0602994296"
"Hoogstraat 7 B","Ewijk","6644BS","NL","2013-01-01","Degen Miniaturen","57479798","","0602084594"
"Heintje Davidstuin 12","Heerhugowaard","1705KJ","NL","2023-01-01","Avoyage","90314093","","0605832035"
"Marxweg 5","Meijel","5768RC","NL","2016-01-01","Bouten Aardbeien B.V.","65591925","+31475495022","0603048337"
"Toussaintlaan 34","Roosendaal","4707NB","NL","2012-01-01","M.G. Internet Media","54542464","+31848826324","0601541275"
"Hoogehaar 6","Dalen","7751ST","NL","1993-01-01","Buurtvereniging 'De Veenbelters'","04067855","","0600761381"
"Reimslaan                206","Almere","1349JB","NL","2003-01-01","Atelier de Ambachtelijke Korf","39081479","+31365376586","0519329237"
"De Entree 234 Unit 5.2","Amsterdam","1101EE","NL","2013-01-01","Young Group B.V.","51960087","+31172745085","0601205954"
"1307 L st NW","Washington","20005","US","2012-01-01","Nyu","","+1202-654-8301","0121588595"
"Postmastraat 25","Culemborg","4105DW","NL","2022-01-01","Dubbeldam Engineering Resources B.V.","27306739","","0526856810"
"Bolero 6","Nieuw Vennep","2152SB","NL","2015-01-01","R. Volwater","63025426","","0602749533"
"Lofotenweg 60","Almere","1339SZ","NL","2011-01-01","Koningskos V.O.F.","56346328","","0601955785"
"1671 W Arrow Rte","Upland","91786","US","2007-01-01","Local","","+1909-373-3241","0113699748"
"Dorpsstraat 157","Gouderak","2831AP","NL","2003-01-01","Hemago B.V.","29038361","+31182689765","0527156075"
"Hoogoorddreef 15","Amsterdam","1101BA","NL","2006-01-01","Stichting Woestengolf","34243499","","0497903700"
"Fontein Verschuirlaan 7","Heiloo","1852CL","NL","2006-01-01","Henneman","37127365","","0520169170"
"Schoolstraat 105","Goor","7471WV","NL","2023-01-01","Scholten-Nd B.V.","90608984","","0605870866"
"Stuivezandseweg 24","Klein Zundert","4882NH","NL","2005-01-01","Löwensteijn IT B.V.","17126081","+31765991705","0516282389"
"Kapelstraat 61 A","Afferden L","5851AS","NL","2022-01-01","Huis van Thee","87957531","","0605557344"
"Middenweg 62","Nederhorst den Berg","1394AL","NL","2003-01-01","Nanobyte","32098035","+31294483593","0520032559"
"Engelseplein 18","Leeuwarden","8913EA","NL","1918-01-01","Van Gelder B.V.","01009667","","0513983753"
"Regentesselaan 2 C","Soest","3762DS","NL","1995-01-01","Tema B.V.","30126861","+31302250151","0530681730"
"Dijkhuizen 10","Ruinerwold","7961AK","NL","2015-01-01","The Chatfactory B.V.","62874519","","0602732835"
"Broeksteeg 7","Mariahout","5738PB","NL","2008-01-01","Maxan International B.V.","24274679","+31499425054","0497821598"
"Nikkelstraat 6 B","Ridderkerk","2984AM","NL","2009-01-01","Pakor B.V.","24455980","+31180410888","0600466938"
"Pieter Aertszstraat 94 H","Amsterdam","1074VS","NL","2018-01-01","Zerotrillion B.V.","72876700","","0603918641"
"Baden Powellweg 4","IJsselstein UT","3401RR","NL","2001-01-01","Body Business B.V.","30175225","+31306882112","0517748644"
"Henry Dunantweg 13 A","Alphen aan den Rijn","2402NM","NL","2012-01-01","De 3De Lente","54291062","+31172461106","0601510972"
"Nordhornsestraat 62","Denekamp","7591BH","NL","2017-01-01","Europesecurity B.V.","68450001","+31541352952","0603389168"
"Ridderzwam 43","Apeldoorn","7324DA","NL","2004-01-01","Ab4U.com","08126081","+31555768031","0523663373"
"Zwaanstraat 31 S","Eindhoven","5651CA","NL","2015-01-01","Bureau Franken B.V.","55393659","+31403034500","0601639030"
"'t Holland 13","Reusel","5541PK","NL","2023-01-01","Van Limpt Agri B.V.","17107775","+31497643230","0514138203"
"Molenstraat 95","Bennekom","6721WL","NL","2007-01-01","Arterra","09170815","+31318417186","0498477520"
"Stationsplein 45","Rotterdam","3013AK","NL","2018-01-01","Helex Advocaten & Rechtsanwälte","70735123","+31103100893","0603671565"
"14100 W National Ave","New Berlin","53151","US","1976-01-01","Diggers Hotline, inc.","","+1262-785-5300","0261951350"
"20100 S Vermont Ave","Torrance","90502","US","1989-01-01","Jr286, inc.","","+1310-767-1131","0180244121"
"Het Tasveld 21","Hendrik Ido Ambacht","3342GT","NL","2009-01-01","Vellekoop-Logistics B.V.","24463671","+31786824647","0600567822"
"Otto Reuchlinweg 1094","Rotterdam","3072MD","NL","2016-01-01","Altares B.V.","67141080","+31107109560","0603239107"
"De Stip 35","Winterswijk","7101RV","NL","2023-01-01","Summerlin Holding B.V.","88810992","","0605648063"
"Noordeinde 165 B","Roelofarendsveen","2371CR","NL","2005-01-01","Agro Fleur B.V.","28034552","+31713312321","0517210436"
"Prinsenbaan 130","Koningsbosch","6104BH","NL","","Parochie Olv Onbevlekt Ontvangen","74906429","+31475301215","0604165290"
"dr. Nuijensstraat 80","Westwoud","1617KD","NL","2012-01-01","Stichting Kleinschalig Wonen Westwoud","54463319","+31228755665","0601532667"
"Hollands End 21","Ankeveen","1244NM","NL","1980-01-01","Dorine van der Linden","32034144","+31356563192","0517692425"
"Argonstraat 5","Rijssen","7463PD","NL","2019-01-01","Connectium B.V.","63056828","+31548722045","0602754215"
"Dorpsstraat 1","Langenboom","5453JS","NL","2013-01-01","Recruition B.V.","59123508","","0602283961"
"Randstad 21 61","Almere","1314BH","NL","2004-01-01","Media Utilities B.V.","32082709","+31367501430","0516751193"
"Ringmus 53","Olst","8121JL","NL","2021-01-01","Aquensis","83059415","","0604982626"
"Kwartel 12","Veldhoven","5508PZ","NL","2004-01-01","Macman Grafische Vormgeving en Webdesign","17168083","","0523772802"
"Zuster Gertrudosingel 50","Rosmalen","5247WN","NL","2000-01-01","Life B.V.","17130038","+31735223834","0516810579"
"Ottergeerde 30","Raamsdonksveer","4941VM","NL","2021-01-01","Chempri B.V.","18117497","+31162515550","0515979469"
"J.J. Cremerplein 52 H","Amsterdam","1054TM","NL","2022-01-01","Anyany B.V.","85423920","","0605248566"
"Strijenseweg 51","'s-Gravendeel","3295KN","NL","2017-01-01","Sinnt","68725000","+31786836280","0603430844"
"Krommestraat 78","st. Willebrord","4711NC","NL","2012-01-01","Beautylin","55325068","","0601637897"
"Duivendrechtsekade 40","Amsterdam","1096AH","NL","2016-01-01","Athrty Clothing","65139992","","0603006038"
"Koopmanstraat 13","Almere","1315HD","NL","2020-01-01","Barbier Achie B.V.","80923682","+31367502858","0604720355"
"Vennipperhof 2","Hillegom","2181RT","NL","2011-01-01","Ton's Dierenspeciaalzaak","62655760","+31252867858","0602706176"
"Nijverheidstraat 13","Bergambacht","2861GX","NL","2022-01-01","Toptegels.nl B.V.","86197819","+31850022356","0605348847"
"Saturnusstraat 1 A","Oudorp NH","1829CV","NL","1972-01-01","Tennisvereniging 'Oudorp'","40635599","+31725128773","0522367869"
"G V Stoutenborchstr 64","Mijdrecht","3641DM","NL","2003-01-01","Ingrid Muusse, Creatief Naaiatelier en Schoonheidssalon","30185956","","0519407102"
"Edisonstraat 10","Sneek","8606JJ","NL","2007-01-01","Extension Hekwerken B.V.","01069433","+31515443948","0529727565"
"Schweitzerlaan 60","Amstelveen","1187JD","NL","2001-01-01","Orff B.V.","30174193","+31203300162","0517585915"
"Hoogeind 28","Veldhoven","5507PW","NL","2015-01-01","Zorgboerderij D'n Oerse Have","63472627","+31402051251","0602804077"
"Euvelgunnerweg 25 A","Groningen","9723CV","NL","2019-01-01","Samrate B.V.","76699420","","0604371544"
"Korte Baan 26","Steenwijk","8331LA","NL","2014-01-01","Velomax","60251816","+31521792002","0602418668"
"Burg Grothestraat 10","Soest","3761CM","NL","1996-01-01","Hulleman Optiek B.V.","31039472","+31356013859","0528306085"
"Jade 15","Zeewolde","3893EB","NL","2020-01-01","Van de Bunt Schilderwerken","77273893","","0604442679"
"Kladde 56","Lepelstraat","4664TC","NL","2021-01-01","Deklad Pms B.V.","85008923","","0605195635"
"Pompmakker 3","Heerenveen","8447GJ","NL","2023-01-01","Aanhangwagendirect B.V.","66975174","+31513528707","0603213049"
"Schoterhoek 49","Nieuwveen","2441LC","NL","2017-01-01","Stichting Administratiekantoor Aandelen de Lange Houttechniek Holding B.V.","68750242","+31172538185","0603437633"
"Disselplein 4","Hooglanderveen","3829MD","NL","2020-01-01","Alignment Club","80245757","","0604650056"
"Geerweg 42 A","Ter Aar","2461EB","NL","2005-01-01","Dutch Sleep B.V.","28103867","+31172607011","0524417457"
"Colosseum 44","Enschede","7521PT","NL","2018-01-01","Mobidot B.V.","71668950","","0603775865"
"Thomsonlaan 93","'s-Gravenhage","2565HZ","NL","2020-01-01","Duooptiek","80011101","+31703607002","0604621917"
"Oranjestraat 8","Best","5682CC","NL","1996-01-01","M.G.M. Projektontwikkeling B.V.","17094567","+31499392835","0497207873"
